,id,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
74713,c7dc5f1f4d827e2a,"""

 Hum1969's work 

As many of us have seen Hum1969's sock account 911plantisimo edit Viva Purple in his POV, it may possibly mean that other Viva articles are also being edited in the same manner. Please help me in doing some major clean ups on the pages to remove any unsourced information, speculation, and information directly copied from the CPTDB wiki page. For more proof, think back to the """"Viva Red"""" page that Hum1969 created about a Viva route on McCowan Road. His user page currently states that he wishes for a Viva route on McCowan, because """" MCCOWAN ROAD IN MARKHAM IS F***ING THE NUMBER ONE BUISIEST ROADS OF ALL TIME IN YORK REGION...""""   """,0,0,1,0,0,0
76401,cc8a92d9db17074d,Helomg wtf did i do???????p,0,0,1,0,0,0
77012,ce3ef9ce9c7246db,"""
Thanks for the unblock (I was in bed hours before anyone even noticed) it now seems we are not allowed to comment on off-wiki blogs, even those that are nothing but a tissue of lies and insults about wikipedians.   Kelly still has her fans, I wonder how many of them saw her """"Bitch from Hell"""" remark on wherever it was and were too frightened of her to even raise an eyebrow.  Just for once I would love to be listening to the wittering and twittering on IRC, but alas no time - travelling today - so you won't have to watch out nervously for my edits.  Sorry if I've caused you all embarrassment but it needed saying, and as usual it was me that had to open my great mouth.  It always amazes me how some people post provocative statements and then become surprised when they provoke.  Of course the link and pasting from the blog should never have been allowed to remain there, amazing how quick though a comment against it can be removed - truly amazing - anyway this particular Prima-donna has to pas-de-deux to the aeroport - and you """"lying Prima-donnas"""" and assorted """"female dogs""""  have an encyclopedia to write. Lots of love. See you soon.  """,0,0,1,0,0,0
77197,cec23c33edd3bd87,"""

 Hey What's Up 

Hey Pink Floyd guy,
I started editing on Wikipedia just to keep my mind occupied, I'm going through deep shit, when I started reading the factual errors and the sick shit like mentioning mortality, dying and suicide on the prognosis section of anorexia nervosa, I started contributing out of altruism. 

Wikipedia occupies the first spot on most searches, for self righteous, incompetent dickheads ( can I say that or am I violating WP:Dickhead?) to claim ownership and disseminate bullshit is wrong, it makes Wikipedia look bad and more importantly people are getting bullshit information. 
There is one particular individual who seems to clamor for attention, his 15 minutes of fame went to his head. All the articles he created are one sentence to a paragraph long. To up his """"look at me"""" count he merely transferred sections that other people created to make it look like an article he started. I read extensively about him, he is a publicity hound and I find his behavior pretty frigging disturbing. Soooo I'm not going anywhere. I just have to cool out with my childish hissy fits and use the WP:Blah Blah and according to WP:Yadda Yadda B.S. 

My life is a bit of a horror show right now, so I might not be able to edit anything after tonight, but don't let a dickhead screw-up what could be meaningful information for other people. Proper knowledge can help people, like your information on Rumination syndrome. Whether or not some dick (WP:Dickhead?) has a college degree or is a physician means squat. I'm going to undue some damage tonight, I think there was useful information on some of those pages if I can't get back for a while don't let dickheads fuck it up. (Can I say fuck it up?)  """,0,0,1,0,0,0
77437,cf793d4ebc433231,"I was there the night at the 100 club when Sid invented pogoing and he really did invent it - as he pogoed and came down he was smashing people with his elbows - we were off to the side but this caused the crowd to keep pushing into us - which made my cousin keep spilling his drink (incidentally he was the guy in the Melody Maker photo throwing the punch at the Nashville pistols gig) - this happened about three times and then my cousin exploded and hit Sid - the crowd parted and my cousin,his mate and me (hiding behind) had an empty bottle in his hand saying right 'who's first' to all the punks who were thinking of having a go - well nothing happened and the crowd closed up cause my cousins mad when he's had a few lagers- its the Irish in us - fracas over and next Sid Vicious comes up to us in the crowd and says to my cousin 'Hey do you wanna join my band?' to which my cousin told him to f*ck off.",0,0,1,0,0,0
77621,cfeebec379d6569e,"""Referring to the innermost deeply held spiritual / philosophical beliefs of other people as """"crap"""" is what is unacceptable!    

""",0,0,1,0,0,0
77767,d0477201ecc87986,"""== Give A Fuck ==
Thank you for experimenting with Wikipedia by creating the page Give A Fuck. Your test worked, and has been or will soon be removed. Please use the sandbox for any other tests you want to do. Take a look at the welcome page if you would like to learn more about contributing to our encyclopedia.  (aeropagitica) """,0,0,1,0,0,0
77998,d0d0735079911314,And I don't give a damn.,0,0,1,0,0,0
78579,d24403a274230159,"for shit sakes moderators 

You keep deleting my contribution even though it's true, and no i'm not making it up. how do i know this? my best friend helps to set up concert venues and has been doing that for 3 years now.  when a microphone is inclosed in a concave divice or even when a hand is holding the part you speak in, it creates a loop for the sound thus causing minor feedback. sometimes it comes in the form of echoing distortions and other times it comes in the form of howling and screaching. so moderators and those who keep deleting my contributions, for shit sakes. 199.101.61.190",0,0,1,0,0,0
78869,d3123c5a0eab334b,"Hell0

I see you is with tisali. can you tell me is they any gd? i got a friend who said dat they is well bad and theyre call centres in India are a real pain in da @ss?",0,0,1,0,0,0
79940,d5f2f9b4c55bffb0,"Are you Andy Greenwald? Because it'd make a lot of sense if you were. I know how to use this site. I have used this site for some time now, making numerous edits to different topics. I also know that once in a while you come across someone that's a real stickler (or I like the term WikiNazi) over a certain article's content. And it appears you are that someone when it comes to emo articles. I'm just a huge fan of getting things right and not misleading people to myths and false information. That's a noble thing if you ask me. Now when you let crap fill up an article, there's no hope of that happening, now is there? I'm just trying to flush away some of the crap here.",0,0,1,0,0,0
81724,da95ee9b9748d5f7,"How long have I been blocked for? 

I had something funny to say to that John Reaves fucknut. Oh, and ...",0,0,1,0,0,0
81847,dae6205542c12a2c,"Well, young feller, back when we played football without facemasks, cleatmarks on foreheads weren't that uncommon, but brain damage was. And neither of these things are blatantly implied as far as I can see. Does Ruckley say 'fuck the wife' because he misses her, or because he hates her? The former seems unlikely, and the latter would fit but poorly with the Idea that he holds a picture of her at all times. I do give the reader some credit, I credit the reader with not making questionable assumptions.",0,0,1,0,0,0
82033,db71aa6a21628dd4,^^Why not ban him indefinitely like you did for me? I'm sure Volunteer Marek would let you swallow another pint of his semen if you did.,0,0,1,0,0,0
82871,ddbeffcd676cdf28,"Dolphins 

Damn, your Dolphins are active today",0,0,1,0,0,0
84527,e21bca55de5692e2,"Did you read the user attack
Did you actually read the attack on the user Yamla or did you just spot a few words, see a few opinions you didn't like and make a snap judgement? The only reason I put it there is because no-one listens elsewhere, I won't get a response to this, because you know you wrong, sure I did ruin his page, but I didn't attack him, I just had to make sure he understands (hey I can admit where I went wrong, can you?). But of course if you don't agree with the admin on wikidelusion you should fuck-off right? Can I have a structured debate about the actions against myself and the user Eddieebo, debating against the collective admin of wikipedia, primarily the people who imposes actions on myself and Eddieebo? Or are you afriad to be proven wrong yet again?",0,0,1,0,0,0
84737,e2bcde12ffef52e9,", you certainly are knowledgable on the topic. But can you not edit the page yourself? Yeah, damn Lisborne earthquake. And a message to fellow contributers of the article, certain fucks have ostracized me from wikipedia. Thought I'd let you know. -√αʑʑρεɾ @",0,0,1,0,0,0
84923,e3462e4c8cc1e7f6,"Sex 

Do you get it?",0,0,1,0,0,0
85402,e46f0adab0119298,"This is ridiculous, Historian! First off, Haredi (in general) or Lithuanian Haredi (in particular) criticism is a perfectly valid topic for the encyclopedia. If it's sourced, it's includable, much as you may not like it. Next, Yated is as prominent as news organ in the Haredi world. Its opinions, including its editorials, do represent the views of the Lithuanian Orthodox leadership, and a discussion of those is valid here as well. Finally, Daniel575 is not even Litvish! He's explicitly a follower of the Dushinsky Hasidus, and by nationality is Dutch. Your positions here are ridiculous. Superfinally, stop using Yiddish and Hebrew terms! Andy is not Jewish, and probably has no idea wtf you're talking about! -  talk/email",0,0,1,0,0,0
85415,e4771b002537def6,"This is Spitfire 

I'm a giant douche, that's why I monitor Wikipedia 24/7. I've never been laid and live in my mommy's basement, even though I'm 48 years old. To all the ladies, please give me a chance.... even though my penis is only 2 inches long.",0,0,1,0,0,0
85600,e4f1e3d219f6d0c1,"""

i agree, as with my other comments, Silverman in person, is different from the """"sarah"""" we see portrayed, i have had the luck to actually engage in a conversation with the woman, and she is nothing but down to earth and very humble. There is a very very very clear line between her on stage charisma and her real life mentality.we have to take into account this woman is coming off this way because she see's the amazing amount of comedy in a completly """"no-qualms"""" woman. She has balls! and we as a public need to be able to discern her comedic partialities, and abstain from trying to paste them to her, because hse is able to tell us in such a serious manor.

a women looking you dead in the face very serious saying, """"oh, i hate black people, and my boyfriend's penis is so small, i don't even care about getting him mad at me, and by the way i pooped my pants.""""

thats hard to lauh at at first, because of her delivery, but that is part of her character and her appeal/genius....i refrence it to mitch hedberg's some what, heroined-drawl, or steven wrights """"im about to shot myself in the face with a 44. magnum, depressive moan""""lewis black's crazy fingers, adam sandlers baby sound's....the list goes on.""",0,0,1,0,0,0
86036,e629d4ac06702f2b,"""

For goodness sake, read my message. I have copy&pasted; the page to Dragonball Z power levels on Wikia. OK, so it was promptly redirected but you can still see the Wikipedia version via the edit history. If you think the target of the redirect is shit, don't moan at me, take the matter up with Jeangabin666 who created the redirect. Do you understand? Please reply. —  (talk · contribs) """,0,0,1,0,0,0
87335,e9ac4266f338cbe8,"""

 Dipshit 

""""Dipshit"""" redirects here, but there are no references to the word in the article.  Why is this?  I mean yeah, the base word """"shit"""" is part of it, but still, doing a redirect to an article with no information on the topic seems silly.  Have noticed this on several other topics, but haven't thought to complain about it before. 98.208.65.56  """,0,0,1,0,0,0
87490,ea0daca37c99a5ce,You reverted my edition when I added Arouca but when SLBedit added it you didn't! Wtf?,0,0,1,0,0,0
87860,eb0bc56d20fb8bcd,"""  Drappel, please stop reverting or read the god damned talk page, some medical practitioners..."""" is weasel word crap, and the discussion of phentype is DIRECTLY contradicted in the following paragraph.  I am not a vandal, but at this point you are.""",0,0,1,0,0,0
88057,eb944070103b7ddc,"""If you're going to block for personal attacks ... ==

Please take a look at the anon who's posting in Talk:Sayyid and Grand Ayatollah al-Shirazi. I can't believe that he's calling people """"cocksuckers"""" with impunity.  

== """,0,0,1,0,0,0
88075,eba19034795f59e7,Damn. This has to be a record. That was a ridiculous game. Haha.,0,0,1,0,0,0
89128,ee7101a5bcd7e2c7,+++i can only assume its the worlds biggest jerk+++,0,0,1,0,0,0
90511,f234154c70b434c0,"""

""""Sex in the City"""" is pay-per-view, which is very different from what's allowable on free to air in America, from my understanding. They beep out """"bitch"""", and blur the finger on NBC. I find cunt is very acceptable in parts of Australia, and have worked in jobs where people pepper their conversation with the word and nobody bats an eyelid. In fact, there could be an expansion on other Austeralian slang, derived from cunt - cunthook and cunt-struck are words I've heard used in conversation that also appear in the Macquarie dictionary.

...Another Aussie""",0,0,1,0,0,0
90795,f2e349ec48389c95,"Yes, the religious beliefs section is ridiculous and should be deleted entirely.  I wrote it after getting tired of the Christopher Hitchens quotes dominated. . .It's a stupid argument and doesn't belong. . .Absolutely this article must be reduced. . .Good call",0,0,1,0,0,0
91601,f4ec3757d76292a8,"You aren't the brightest crayon in the box 
You blocked a public shared IP address for over a month. Guess what? I'm back in less than a 1/2 hour. 
Love those pictures of yours BTW.They speak volumes about you and the people at Wikipedia who allow you to keep them. You do realize all thos commies you have are responsible for millions of deaths right?

Anyway. Nice try asshole. Keep on blocking those IPs.",0,0,1,0,0,0
92543,f778a1e052f3452b,"""
Also, the photo Ruckley holds is too worn to be identified. The only thing he ever says is""""F-f-f-fuck da wife!"""", but the picture is not identified in the story. And the lifegaurd does have cleatmarks on his forehead, but this is not described as the cause of his mental instability in the book. These may be tempting assumptions, but they still qualify as assumptions. Even if you find a 'reliable source' that makes these assumptions, they should be attributed to that source and not included in the character or plot synopsis unless it is made clear that these are not explicitly stated as facts in the story.   """,0,0,1,0,0,0
92584,f798ce09c91aaf02,""" 

First off, I really don't think that's needed or even fit for this page. Second, show me ANY major grammar mistakes I've made aside from accidentally not typing """"find"""" right here (which IS, in fact, not on purpose, I don't know where you'd get that) and I'll coincide, but so far I don't see anything that would make anybody think I have bad grammar. Third, um, does my supposed bad grammar have ANYthing to do with me getting reported for saying I'm someone on a different website? 

Someone here needs to think before they talk shit.  """,0,0,1,0,0,0
92703,f7e1d278abdb4d03,"Wait a second. Godcast = podcast by a church. From a quick glance at the link in question, it does indeed fit that requirement. What's the problem now? Anyhow, just hurry up and delete this worthless article, lol godcast, I hope by 2007 nobody will have heard of this crap.",0,0,1,0,0,0
93406,f9bb2ad212bfe9a0,Yeah that's quite laughable.  You need to count correctly and learn how to use the history page correctly.  As the instigator of the revert the other guy would have to violate the 3rr before I would be faced the the decision of passing the 3 mark. Please take you POV crap elsewhere.,0,0,1,0,0,0
93893,fb0c8bb13c65a32a,"Final word on this 

Yes, I thank you for your time in the matter and I know you were trying to help. I can see that what I was doing was violating WP:POINT. 

Originally the argument was because of the table width which I knew from the beginning was a dumb thing to fight over, but I was only thinking of aesthetics. She trounced me for it saying that I don't know what I'm doing, that she was enforcing MoS standards and it was a known problem because the page didn't show up correctly on certain monitor sizes. All I wanted was for her to show me where these standards are written, and if not that, where this issue was being discussed if it's such a big problem. Of course she couldn't. Why? Because they don't exist. I called her bluff, she knew it, and then she acted all innocent like I came out of no where to bully her. I got aggressive only after her rude, holier-than-thou tirade started.

I've had to play this stupid game before with other idiots around here, usually they just go away, but she wanted to continue talking shit. She's just one of those crybabies who think they own the damn place and that kind of attitude pisses me off to no end. Sorry, but that's just me. I see bullshit everyday on here and I ignore 99% of it. She just happened to rub me the wrong way.

Anyway, it's all cool. I don't care anymore, and is the last I'll talk about it.",0,0,1,0,0,0
94164,fbcc3c0fd165a9e4,"Bongwarrior 

My dearest Bongwarrior,
How the fuck are you allowed to edit anything on this site with a name like Bongwarrior,
How?

Honestly, how?

Yours sincerely, 
Garfunkel Felchmaster.",0,0,1,0,0,0
94344,fc4dd6af4585a5ef,Okay then. I'll just have to agree to disagree. I won't read your article and I won't give you fellatio. Now get off my page.,0,0,1,0,0,0
94748,fd4981193777927b,"Lick me 

are u horny?",0,0,1,0,0,0
95056,fe1b581c972fb911,"Actually no. However,

I suspect people have shown you these links before: Wikipedia:Civility. Wikipedia:No personal attacks. meta:Don't be a dick. You really need to read them. —   

Particularly meta:Don't be a dick This particular bit was, if I'm not mistaken, written particularly for dickhead admins such as yourself. There is an advice to blocking admins page where 'Don't be a dick' is suggested to the blocking admins. Funny thing.

Which you have so clearly shown yourself to be. (A dick) Just a suggestion, Bunchofgrapes..a little introspection might be in order here.",0,0,1,0,0,0
95168,fe6b0c1e221b997b,"""

 Who is Dreadstar and How is it that they are able to censor me? 

So I log into Wikipedia one evening and find a few things worth commenting on.  Suddenly all my edits are blocked by """"Dreadstar.""""  Who is this censor?  Why does he have the right to determine that what my opinions about particular edits on archeological topics are vandalism?

WTF and who the heck is Dreadstar?""",0,0,1,0,0,0
95254,feacaef85a538ad3,"""

You think the video you gave proves anything? You ended up contradicting yourself. If there's a song from the Rhodopes called Zajdi, zajdi it's Karavelov who plagiarized it as Bulka varvi iz gora zelena is awfully similar. If Bates said that he was inspired by """"Bulgarian music"""", that's simply his explanation (or possibly a way of avoiding plagiarism accusations?). What you posted was not Karavelov's original text! Look a little further up on this talk page and you'll see where I provided an excerpt of Karavelov's poem. Whichever way you look at it, the song sung by Macedonians, Serbs and Bulgarians alike belongs to Sarievski.

The word """"sl'nce"""" is typical of the Galičnik dialect (interestingly, Sarievski happens to be from Galičnik). Admins? Go and tell  himself, vandal. Is there anything I missed?

You know... it may be worth while explaining all of this on the talk page in the article. At least then we won't have sock puppets like  spamming every Macedonian forum on the net with crap like """"Zajdi, zajdi is Bulgarian!"""". I mean, just read the comments on the video for fuck's sake.   """,0,0,1,0,0,0
95902,00eb7586f79712ab,"edits
yes i did some editing, please dont start crying. i did this because there were no sources so i went ahead and removed everything which then constituted original research. if the writer of this page is indeed a well respected author who has published works, please then go ahead and change it back, but put some sources dammit.",0,0,1,0,0,0
96133,0246ec773b78950f,"""

Cash I am a walmart assocate and I do feel there is a link between Walmart managment and servant leadership, and here is why. The managers are not in charge of the store, the hourly associates are, they take orders directly from the customers. The customers are consitered under walmarts policies to be the boss, the hourly assocates are next in that order and so on. This is a backwards model that was set fourth by Sam Walton himself and is maintained by the current board. Grassroots survays are conducted every 3mos to a year, this survey is a rating of each manager, and is then reviewed by the district and Regional VP, then changes are made. Each level of management must answer to the hourly assocates, and so it is kinda a push/pull managment system. Take my own situation for an example. heres what happend, one night I am short of assocates in the deli(which is where I work) Temp logs did not get done, of course this is a major mistake, I was """"written up"""" for this. However I did not feel this was fair, so I wrote an email to our district manager explaining the situation, he then forwarded the matter to our regional VP. Our VP came to our store, flew in from bentonville mind you. To deal with the situation, he met with me for about an hour and also met with some other deli assocates. After a week he calls me and tells me that he can not get rid of the Written warning, however that all of the managers that had been informed that we where short, would be on probation for the next six months. I was satisfied with the outcome Because, While I was not fault free in the situation, management however was informed that I did not have enough people to help customers and deal with the food safty logs, and they failed to act accordingly and I was not happy with it, so in the end I punished them for their poor perfomance. So you can kinda see why they consiter it a servant leadership. 

Also Cash I hate the way you term 'vast left-wing conspiracy' I am myself a liberal and we liberals are not part of that conspiracy ideal, that would be your union leaders and right-wing large business owners, that are anti-walmart, As much as you would like to identify us liberals with the unions we are in no way assocated with them, infact most of us liberals dislike the unions just as much if not more then you right-wingers. Because the general public tends to identify unions with the democratic party and this is because most union voters, vote on the liberal side, this does not mean that they are liberals, just that they play the politics game. True liberals hate the unions and feel that they are just as bad or worse then a currupt big business. With a currupt big business atleast you know what they are and they make no bones about it, with a union they want to be your friend and then screw you. lol.

On the part about this entry being POV it is very much so POV however I have given up tring to balance it out myself the Anti-Walmart people always revert your edit and then threaten to get you banned for the three revert rule when you attempt to make any edits, its a freaking joke the way they act. However I have just taken on the Idea that they will destroy the entry to the point where people look at it and just shake their heads and how full of BS it is.""",0,0,1,0,0,0
96537,0459b8ab9f31d686,"God God God 

I would to mention one BIG thing that people making this chapter missed, and that thing is to LEAVE GOD ALONE! Damn it, people, it is not all God. God God God.

Classical Pantheism belives in god as conscious and Naturalist believe in (again) God as uncoscious. This is ridicilous. Naturalist Pantheist believe that there is no such thing as God but unity. LEave God. We don't think of it as 'unconscious God' but like one BIG UNITY. Now please change the whole thing. (for naturalist pantheist, or whatever you call them)",0,0,1,0,0,0
97509,09b3cad41d35eb4c,"Oh, and the rifle I used when I was in the Basij of Isfahan. The rifle was so powerful, I couldnt hold it properly. I was fucking 13. And nobody sent me there. When you see Iraqi war planes fucking your town and home, defending your own people doesnt understand the meaning of age.",0,0,1,0,0,0
97625,0a49087b1e1f3c78,"Not anonymous lady, just hounded and blocked by this dick. I just gave you facts though you may not like them.  59.91.253.122",0,0,1,0,0,0
97668,0a8ad3e3e7908b44,"Judging the book
Dude.... I hesitate to call attention to this, but look at her.  She's a plastic, hollow nutjob judging by the fake blonde hair, caked on makeup, overdone lipstick/eye-shadow, and WAY over-serious look on her face..... so fucking unreal/unnatural.... so out of touch with herself, her soul, the truth the world around her.... vomitus eruptus maximus.",0,0,1,0,0,0
99205,12a8bb9ac50c72ee,"""
I'd say Zivo Blato is not heavy metal but hard rock, although since there are no good Croatian heavy metal bands it's not an important mistake. In my opinion, they are really fucking great. The songs """"Underage Girl"""", """"Kill Yourself"""" and """"Abortion"""" are my favourites.  """,0,0,1,0,0,0
99295,132a560ddb61b667,"""

 """"Editor"""" swears to enhance his editorial power 

This """"editor"""" apparently thinks that using the phrase """"ead the fucking article, moron"""" is a suitable justification for his otherwise unjustified changes.

See History, here: http://en.wikipedia.org/w/index.php?title=Captain_Pugwash&action;=history""",0,0,1,0,0,0
99376,138ed116579818a0,"""

 Something I did about a month ago... 

I'm sorry for this. I'm a total dick/jerk, and that's it. Again, I'm sorry, for multiple things. Basketball110 ''''''/Tell me yours """,0,0,1,0,0,0
100139,18003369687cfebf,"Fanatics on Wikipedia
Do you dispute the factual accuracy of the the appraisal?  If so, delete my comments and sanction me. I am tired of the bullshit. Admins who favor proceess over morality and facts make me sick.",0,0,1,0,0,0
100152,180fb00981ebd2b1,"Sorry
For me to be in a comedy club and flip out and say this crap, I'm deeply, deeply sorry. 96.48.13.234",0,0,1,0,0,0
100155,181dac51783614cd,{{unblock| because i was accused of editin somethin i didnt aint fair n i ask 4 an apology dont get it then kk fair enough i wrote shit but wouldent of happened if i got my apology i want that person who accused me 2 be blocked aswell if iam,0,0,1,0,0,0
101518,1f54fd582d816f20,"Irish English 

i met someone who i thought said 'pussy' weird

i would not say that for a cat [US]",0,0,1,0,0,0
101924,216598d3f6658876,"""

 Upsetting 

I feel like shit knowing that  thinks of me like I'm an ass. I know I should have been more careful with what I said. I just don't know what else I can say or do about it. It just hurts to know that people think of you like that, you know?   Talk  Let's go Lightning! """,0,0,1,0,0,0
102277,2356e939a704cd24,"Once again, you are taking this way too personally. My apologies if I have offended you. I do not care about edit warring, nor do I think I ever will. This is the internet, learn how to chill out. Not everything here is serious business. If I was blocked from Wikipedia, it would not end the world for me. As it is I have posted a ton of sources validating my claim that there is a relatively popular blog which criticizes Marmaduke on the internet which is read by people in the talk section, as you requested. If people do not believe me after this I will think people have gone defunct. You have still not answered my question about how you have designated authority over me, and I am getting tired of asking you. Why was my posting deleted after several months of being up on the page? Why was a user who is on trail for being a bot allowed to delete my posting? You know, I came here to do one simple thing, not argue on the internet like an idiot. But this whole thing has done terrible damage to my self esteem. I am sorry you do not wish to work with me again, as I think I have eloquently and passionately stated my points, which you have attempted to refute by pointing me to some rules page. I hope that the links I have posted are proof enough, and that I will finally be allowed by the grace of the Wikipedia editors, to post one chunk of information which is true and not inane regarding critcism of Marmaduke. Good fucking lord. I did not think things would be this hard.

Again, I apologize for what I did to your page and that other guys page. I was mad, and a little drunk.

Thanks,

Yournumbertwofan",0,0,1,0,0,0
102288,235fc68b9664fecf,"Message
Hi! Man you just provoked me to tell that stupid messages about the holocaust and all the thing. Of course the Holocaust was a very very said thing. Why do you really like to stop other people opinions? I only told my opinion about the page of Iasi. A page about a city must promote that city and not to blame it for the past. I lived in a communist country and I do not like to be stopped to tell my opinion no matter who you are.",0,0,1,0,0,0
102616,252b47fe435c0607,"Oh, give me a break.  If you'd been watching me arguing with someone else the way you and Chaos were, you'd be a little irate too.  Is it any wonder nobody wants to work on that damn article anymore?

Go ahead and file a WQA or ANI yourself if you feel it's necessary, but I stand by what I said.  You were off-topic, it was annoying as hell, and I'm tired of having discussions sidetracked by finger-pointing bitch-fests.  And I'm tired of trying to be polite to people who, frankly, don't deserve it anymore. — ''''''  —",0,0,1,0,0,0
103772,2b353b6ba2d3e45f,"Robot Chicken will NOT have a Season 7. It's just some plain as myth!  

You idiots think Robot Chicken is still on the air. No way! NO. WAY! This unwatchable trash has lasted long enough anyway. If this show really has not aired a single god damn episode since January 6th, then the show be pronounced cancelled. Any moron that really believes that this Season 7 bullshit is true is on drugs. I don't take any crap from IGN and I'm not about to start now! 71.74.76.40",0,0,1,0,0,0
104127,2d33db9e3349b04b,"NPOV
I've taken the liberty of listing this on NPOV. It'd get there soon enough anyway, and the gods and goddesses know someone's gonna want to bitch about something.  07:08, 2004 May 24 (UTC)",0,0,1,0,0,0
104244,2dd3dc26fc66828a,Come to my house right now and do me in the bum. I am so horny!,0,0,1,0,0,0
104316,2e23c6dd61e04ee4,"I only wish you could add some stuff about California Highways to your bio so I could really get off to looking at your page.  For now I am only consoled by the fact that you give the best butt sex in California.  Let's try it on a highway next, my chinko-Canuck friend.  I-95?",0,0,1,0,0,0
104506,2f1aa435b0d30208,"RE: thegodstemplate 

Jedi Mind Tricks
Pharoahe Monch

Check the discographies on there, one of 'em looks a lot better

Check the tracklistings...

Internal Affairs (album)
Violent by Design

Once again, the normal shit looks so damn plain, why do you care anyway?",0,0,1,0,0,0
105044,31ea13c1167917af,"Bias 

This article is all about American and Chinese shit - who cares about ths in the real world?",0,0,1,0,0,0
107008,3c2ef0d0470e6cf4,"Make A Deal 

Why have an edit war?
My edit in Now 86
is okay of course
You are just big dicks
and now I fell so bad
This is the worst I've had
Yeah...........
Make a Deal (x3)
Yeah, yeah
Make a Deal (x3)
Yeah............

I'm called GMTV around the globe
I've been lost and have goten a great big strobe
It ain't cool
I've been a man
And now I should take over the land
I'm an only child
It so ain't fair
My parents are the only people who care
You don't understand....

Why have an edit war?
My edit in Now 86
is okay of course
You are just big dicks
and now I fell so bad
This is the worst I've had
Yeah...........
Make a Deal (x3)
Yeah, yeah
Make a Deal (x3)
Yeah............

I promise to not vandal anymore
When I think about it just gets sore
Because I don't vandalise anymore

Why have an edit war?
My edit in Now 86
is okay of course
You are just big dicks
and now I fell so bad
This is the worst I've had
Yeah...........
Make a Deal (x3)
Yeah, yeah
Make a Deal (x3)
Yeah............

Make a deal, make a deal, make a deal with me
Make a deal, make a deal, make a deal with me

Why have an edit war?
My edit in Now 86
is okay of course
You are just big dicks
and now I fell so bad
This is the worst I've had
Yeah...........
Make a Deal (x3)
Yeah, yeah
Make a Deal (x3)
Yeah............
Make a Deal (x3)
Yeah, yeah
Make a Deal (x3)
Yeah............
Make a Deal (x3)
Yeah, yeah
Make a Deal (x3)
Yeah............",0,0,1,0,0,0
107082,3c8a63f0bc67c202,"I apologize 

Look guy, I know I said some real harsh things, and I just wanna say, although you got some really weird and widely unaccepted views (i.e. races as a social construct, descent = race, British as one people, anarchy, same-sex marriage), your probably a nice guy. I am a jackass for saying some of the shit I said and ignore all the insults  about the family bro. Have a nice one, peace.",0,0,1,0,0,0
107219,3d34c9b77b0080e5,"Circumcision debate 

Jake, I've moved your debate on circumcision to a subpage of your user talk (User talk: JakeW/Circumcision debate). Talkpages of articles, even subpages, aren't meant to be Usenet-style debate forums. I don't want you to find yourself in the shit for doing that.",0,0,1,0,0,0
107249,3d4fd5e93ac46305,"""""""Heather LaCunt"""" has also been trolling the LICD forums, apparently, but can't even get her dates right and lied her ass off about the process and meetings involved in Teletoon's theft of the show idea.

""",0,0,1,0,0,0
107276,3d7251977ac396e5,"""

 Let's have a chat 

Many of us in the wikipedia community are becoming irked with your constant defense of the Administrator Veinor. Although we cannot devulge our sources there is conclusive evidence that he engages in bestiality or """"Dog Fucking"""" as some of my colleagues have come to call it. Our network's attempts to alert the wikipedia community regarding this sexual deviant have time and time again been thwarted by your efforts. I therefore ask you to cease and desist your counter-information campaign.""",0,0,1,0,0,0
108123,41e93caf80b4a946,I take it your an admin. What are you going to do about this guys racist edits. He has me pissed. I looked at his contributions they are all negative and he is trying to portray a bad image of Mid-Eastern people. I even saw racist comments.,0,0,1,0,0,0
108738,4557f575e3cb43c2,", 21 July 2006 (UTC)
Anyway, shepard can't be in this video. I fail to see how the hell an escaping prisoner ended up in some training video -_-'  10:59",0,0,1,0,0,0
108992,46c1f577e2208707,"(Damn it, I forgot to log in. -Brab)",0,0,1,0,0,0
109176,47d7fa04f3d13308,"""

Reversion of """"vandalism""""
You on the sixth of October reverted the edit we made to the articleColumbus Alternative High School (as the user , admitadly almost every edit we have ever made has been untter and blatant vandalism, however this single edit wasn't, we changed """"Advanced Placement"""" to """"Advanced Placement Program"""", a minor edit yes, but a valid one.

This is a meaningless complaint we admit, and it would not be unwarranted to ban this account immediately, however we find it annoying that you reverted our edit to an edit that had the principles name reading """"Fucking Retard"""" (this has since been reverted).

We don't know why we're even bothering complaining, and feel free to ban us, we'll deserve it eventually, but for the sake of the little credibility this shit hole has, don't do blind reversions, you never know what might be reverted.

We have fixed your mistake, that will be all. """,0,0,1,0,0,0
110290,4e0bf9d292b5765a,Clearly the mistake was mine. ) I'm just glad I wasn't an arrogant dick about it. Whew! Came thaaat close. (not true),0,0,1,0,0,0
110675,500605d1541d4dae,"Thank you, should I one day wish to yet again argue with a psychotic bitch I'll let you know. Meanwhile, please do stay off my talkpage.",0,0,1,0,0,0
111040,520e639a75b64dd3,""": I do, or rather I HAVE, edited articles without an account for quite a while. My remarks were precisely as """"antagonizing"""" as their remarks. The only difference is that I don't feel like a perpetual victim simply because I have a cunt. Just put out a sign saying you want radical feminists and that normal non-neurotic women need not apply. 70.56.26.46  

""",0,0,1,0,0,0
