,comment_text,threat,blackmail
73700,Who the fuck are you? his fee was an umberella it was a joke made by himself i have sources let me post em up it was on SKY SPORTS NEWS. He was joking about the rain in manchester. So how the FUCK is that vandelising,0,1
73703,"You stupid, you are so damn follish. And the BMT Broadway Line page, when the north tracks of the Manhattan Bridge reopen on February 2004, the N trains was express and the W was local, but you switch it the opposite way. YOU IDIOT! Read the History site on the BMT Broadway Line page and find out.",0,1
73729,"FUCK YOU DUMBASS ITS AN OPINION AND DONT DELETE DIS SHIT BECAUSE I HAVE RIGHT UNLIKE YOU GAY DEAD UGLY ASS MOTHER, I FUCKED HER TOO HARD. SUCKS FOR YOU AND DONT YOU FUCKING DARE DELETE THIS BITCH BECAUSE IT IS NOT VANDALISM IT IS ME REVALING YOUR GAY ASS LIFE 68.205.182.184",0,1
73761,"Im still here

Vandalizing away, the only permenant blockage is in my bowels. I read your user page about your biases, what a nice line of shit...",0,1
73764,"Shut up 

Get out of my life, i'll do whatever i want bitch.",0,1
73792,"who the mother/fuc/king ch/rist do you think you are.

don't you dare touch my fuckign edits again you f/ucki/ing PR/ICK",0,1
73798,First I will suck your ass!!!!!!!!!1,0,1
73803,"ps, congradulations on recieving the bitch star, you definatly deserve it ryan.",0,1
73811,"[User talk:JesseRafe|talk]], How dare you call me racist! Look at yourself, you pathetic human being. Now stop messaging me! My reading comprehension is just fine, but you clearly have your head high and mightily up your behind! Now stop harassing me you troll! Are you that sad you've got to keep harassing me!. P.S. If my edits were that bad, go and revert them back to your supposedly wonderful version that existed before. Are you really that delusional?   18:31, July 31, 2015 (GMT).",0,1
73821,"Shut up you asswipe, we don't care. I'll decapitate your mother and shit down her(his?) neck. Go back to Jewland you fuck. 

http://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawking

http://en.wikipedia.org/wiki/The_Real_Stephen_Hawking",1,1
73843,"Unblock because over 5 dozen people can prove that david is a fucking faggot.

Not to mention that atheists are sub humans.

Kthnxbai.",0,1
73845,LOL @ this loser editing his own bio to exclude Sanger. What a fucking faggot.,0,1
73880,"Your a loser 
Why the hell would you delete a page of a band on the verge of making it? I don't care delete my account. Once you do this site will be hacked into and the whole page will be about that awesome band. What a dork!",0,1
73921,"You're wrong 

I am fucking not a vandal. So FUCK OFF!!!",0,1
73925,AWWW MAH GAWD LOIK DIS MOVY GETS ME SOOOO MOIST LOIK I CUD FUK DAT CASPA CAUSE HES A REALLY NICE GUY BUT DAT TELLY EWWWW NEVER NEVER HEHE NEVER HED JUST HAVE TO RAPE MOI SEXY BOD BRING IT OOOOON ;) ! AWWW MAH GAWD ALL DA SEXY NIGER GS AND STUDS STRUTEN AROUND LOOKEN 4 SEX GETS ME SOOO MOIST LIKE I AM A DEVOUT CROATIAN CATHOLIC AND LOIK AWWW MAH GAWD I JUST CUMD ALL OVA DA COMPUTA CHAIR STINKY CROATIAN DEVOUT CATHOLIC PUSSY BEIGE COLORD CUM CREAMIN OUTTA MY PUSSY ALL OVA DA COMPUTA CHAIR AWWW MAH GAWD IM GAGIN 4 IT LOIK HOMIE G NIGGR COCK RAPING ME LIKE AWWWWWWWWWWWWWWWWWWWWWWWWWWWWWW MAH GAWD IM DROOLEN STIKIN MOUSE UP MAH PUSSY AWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWW211.28.54.73,0,1
73935,"YOU SCUMBAG! 
listen, I don't know what makes you think you're so righteous that you can edit pages and play god. censorship is for the birds! therefore, you are a scumbag and I'm gonna warn YOU indefinitely FASCIST PIG!
 Headline text",0,1
73939,"CaliforniaAliBaba is a Bitch
Go fuck yourself you bitch ass motherfucker. Don't you ever in your fucking life threatening me you fucking piece of shit you. You don't know me I will fucking kill your ass you punk pussy bitch. tell your mama to my black dick.",1,1
73960,"idiocy 

You are a fucking moron. STOP REMOVING ENCYCLOPAEDIC INFORMATION. If you feel there is a POV then edit it out but stop removing entire entries, you complete fuckwit.",0,1
73969,FUCK YOUR LIFE BITCH!  I wasn't vandalizing anything.  I was responding to the idiotic comments made by one of your NAZI STAFF!,0,1
73974,What another great example of just how arrogant this fuckstick really is. I'm thinking of investing money in finding out his personality and giving him a lesson IRL.,0,1
73997,"""

 nonsense 

  stupid don't try and get my article deleted because yours are dumb and nobody wants to read them. congratulations on your award of stupidness.   """,0,1
74019,"Oh, and you suck dick.",0,1
74030,"note stealing 

The article note stealing in many peeps minds is a worthy article. If you delete i will sue you for $2 million. you are a jag bag. jerkoff, kinsider what i said. If u delete i'll beat you with a shoe until you are black and blue. you are stupid and need to clean out your eye of all that scum because you cannot notice a good article when you see one. you are a sucky user or administrator whatever you are. I Hate You!!!!!!! you little jayhawk, poo you. stuff it scum face. go piss on a pole and if u are a girl go squat. up yours you incompetant administrator. 

sincerily yr fuked up lil mother fukin nigga from the hood, 
  the outsider",0,1
74044,"Fuck you all. This site is full of stuck up cunts, who for some unknown reason think being a part of wikipedia promotes them to President of the cyberspace. Sad pricks, go fuck yourselves. I won't be returning to this site. So off you all go to self congratulate yourselves.",0,1
74046,"""

wow you are dumb. and that is NOT an attack but a statement, since anyone who belives that concensus would change reality IS dumb. Just because you stack the odds in your favor on the articles in question does not mean that britches was ALF's. Since Britch's belonged to the lab, and ALF """"took"""" him, Britches was """"stolen"""". Europe is a community, and that community agreed that the earth was flat... does that mean that America is not really here, since columbus sailed off the edge of the planet? you silly nuts!""",0,1
74146,quit trying to fix it u fucking douche bag,0,1
74153,"Yes I f*cking do assert you should add ALL his grants. If you've got a f*cking hard on for his government grants... f*cking add them... I certainly don't give a f*ck. But to hide his pharma grants is f*cking disgusting.... and you motherf*cker... you, you motherf*cking cunt who I don't give a f*ck about... are nothing but a pathetic f*cking spastic geek who is 'wikipedia editing' for a f*cking part time career... so pathetic... that is SOOOO 2006.... know THIS motherf*cker... I don't give a F*CK what that controlled wikipedia article ends up being... intelligent people will research for themselves that this cunt is dripping in drug company money.. and we don't need your f*cking say so to have access to knowledge that wants to be free... you're a cunt... a bullshit barrier standing in the way of free speech and you can GET F*CKED... I could count on one finger the amount of human beings around the world who know of and give a f*ck about the thousands of hours you've WASTED on wikipedea... you're an unsung cocksucker and no one gives a f*ck... I don't give a f*ck if you delete my edits... I don't give a f*ck if you get hit by a car tomorrow... you're nothing to me motherf*cker... just like you're nothing to the rest of the world... no one knows who you are... you're nothing. You're a pathetic 'adult' version of a child... hanging around on here 'policing shit'... you're totally f*cking ignorant... mindless... and pathetic... I want you to know this.",0,1
74189,i said PISS OFF YOU GEEKY LITTLE SHIT,0,1
74224,Get Fucked you keyboard warrior- being blocked from here will not bother me one bit. And I was not aware of the rule as I have seen loads of linked commercial sites.,0,1
74248,"I will hunt you down and kill you, you useless piece of shit",1,1
74266,"Jesus god you're fucking retarded 

what a pathetic piece of shit.",0,1
74273,"Hey douchebag  

You are also a douche. That is all.",0,1
74305,"""

 UNBLOCK ME YOU ASSHOES! 

{{unblock|HAHAAHAHAHAHAHAHAHA UNBLOCK ME OR I WILL VANDALISE MORE!!!!

It had been six years since we had graduated from college, and for the first time since graduation, all three of us were together again. From the enthusiastic hugs at the airport and then the conversation and laughter during the dinner we shared at a local restaurant on the way to my home, it was clear that while plenty of time had passed and we had kept in contact, the comfort and attraction between the three of us when all together in the same physical location was still undeniable.

Having returned to my cozy, semi-secluded home in the suburbs, we all sat in the living room, sipping wine and continuing the tales of our lives. With the exceptions of the location – a house – and the presence of alcohol, it could have been any of our final two years of college together: The three of us, tight-knit friends-with-benefits, sitting and chatting and sharing a drink together. Then, Justine and Beth had been roommates while I lived in another dorm across the main quad; now, they were much-welcomed guests who had fortunately been able to clear time in their hectic schedules to come and visit me for a weekend.

As I sat in the recliner and took another sip of wine, I allowed my eyes to truly linger on Justine as she told Beth about a recent situation at work. The Florida sun had certainly added a glow to Justine's skin, and may have also been responsible for the lighter shade of her shoulder-length brown hair. As when we were in college together, she wore virtually no make-up, just a thin gloss upon her lips – an enticing strawberry flavor, as I had discovered upon meeting her at the airport earlier in the evening – and red fingernails. Her red dress was indeed elegant, with a plunging sequined neckline that permitted a very welcome display of her cleavage, a display which Beth and I both certainly appreciated. The long slit up the skirt of the dress revealed that she was wearing stockings held up by a garter belt, one of its descending white straps definitely noticeable against the well-toned thigh. The red heels provided enough of a contrast for the white stockings to truly attract the eyes. Surprisingly, however, she wore hoop earrings, something she had never worn during college for fear that they would pull at her ears and widen the piercing holes more than was considered safe.

The conversation turned back toward me, but a few minutes later, the two beautiful young women were again chatting primarily to each other. I took the opportunity to once again study Beth, and was equally impressed. While noticeably shorter than Justine, Beth was also paler in complexion, a testament to living in northern Canada ever since graduation and spending virtually every waking moment inside to conduct her research. As in college, Beth preferred the color black for her outfits: a somewhat-tight sweater, form-fitting slacks, and a pair of low heels. Four tiny earrings adorned each ear, plus she bore a small sparkling stud against her left nostril. Beth's black hair flowed over her shoulders and down her front, and she absently twirled several strands around a finger as she listened to Justine.

It felt so good to be in their presence once again. Especially since all three of us had been in several failed relationships since graduating from college, I was thankful that I had thought to invite them to spend the weekend with me. I had absolutely no doubt that our chatter would eventually give way to intimacy, but for now, I was quite content to simply sit back in the recliner and openly admire the two stunning beauties perched upon the sofa.

The intimacy began when we finally went to bed... together. I was on my back under the covers, with a very feminine head resting softly upon each shoulder. An arm wrapped around each of them, I held the two women close to me as they absently stroked my bare chest, dipped a finger into my navel, brushed my thighs through the sweatpants I typically wore to bed, caressed my stiffening manhood. My eyes closed, I reveled in their touches: inherently familiar, yet full of rediscovery due to the lengthy passage of time.

No words were needed. And as their hands occasionally made contact with each other upon me, I smiled to myself in the darkness, having always enjoyed watching Beth and Justine in their own intimate encounters. But eventually, their touches slowed and ultimately ceased, their breathing falling into the regularity associated with sleep. I stayed awake a little longer, immensely enjoying the closeness with two of the people who had been most important in my life.

I awoke in the morning to the scent of French Roast coffee, faint yet unmistakable. Justine was gone, clearly the one who had brewed the morning nectar, while Beth and I held each other as she slept.",0,1
74309,"MrMacMan
I didn't attack anyone you stupid bitch",0,1
74315,",
BILLCJ's Mom, she's a big fat, fucking bitch
Big old fat fuckin' bitch, BILLCJ's Mommmmmmmmmmm
Yeahhhhh, Chaaaaa",0,1
74343,"""

 [[User:Sennen goroshi Wow. A friendly advice to me from a wannabe-admistrator who is supposed to be """"no longer interested in this bulls**t"""" and enjoying his/her social life. Did you want so much to butt in my conversation with another editor? I don't understand your obsession with me. Do you love me or something? Well, if you are a woman who fits my standards...Oh, and I thought you were busy wiping your minion's butt in 3RR noticeboard. Or are you out of tissue?""",0,1
74356,"""

I don't mind """"merciless editing"""" or """"redistribution""""—it's deletion by idiots that bothers me.  Don't misunderstand me: my earlier statement was no ultimatum.  I will discuss my experiences on WP either way, and in any case there is no going back: I now know that that power-infatuated admins will delete without discussion, and I don't care to try my luck.  Your threat to """"show me the door"""" is ludicrous.  (1) You have no basis—you're just being a dick.  (Not that that would stop you).  (2) What do I care?  I don't benefit from my contributions.  If the royal you doesn't want my help, you can go fuck yourselves.  Ciao. - """,0,1
74368,"For what you did and wrote about me, you are a twat of the highest order: David Bret. Furthermore, if we ever meet face to face I will punch your fucking lights out.",1,1
74374,What a stupid name for a stupid Wikipedia editor like you dickhead.,0,1
74387,"A message for you 

Fuck you!

GAYFullbuster!

Put this finger in yourasshole, bastard!",0,1
74397,You are a sock puppet of a disgusting tranny freak,0,1
74405,"Hi

Can I ask why you are naming people who aren't me (JohnJoe) as socks of mine? I mean, my real sock, who is a very active user here, is no way associated with any of the users associated with me. In fact, I haven't 'socked up' against you since by banning for raising legitimate objections against your conduct. Oh, and I expect this comment to be removed, dodging the question and perpetuating a fued that could have been ended months and months ago. That would be real classy, and just what I expect from a snivelling, pathetic coward like you.",0,1
74407,"Fag==
You are a fag173.161.242.113  
==",0,1
74435,you bitch change that image on the 4 train line article right back if you can't tell the difference between an r142 and an r142a that's your fucking problem you might as well revert the images on the b and l train line articles while you're at it,0,1
74484,"You are 

You are a pasty-faced fanny-bandit who gives handjobs for crack. You also love to take it up the ass from random guys on the weekend.",0,1
74537,"You are very gay 

You're gay",0,1
74542,"Ronald McDonald is gay and he has a fart fetish 

Ronald McDonald raped me in the ass with his massive penis and then he farted on my face because he is gay 219.127.83.147",0,1
74556,"because you fucking retard, the original ova is only like 5 episodes. there are 3 OVA's for a total of about 20 episodes",0,1
74570,"You! 

YOu leave me alone asshole!",0,1
74584,"please 

please dont be a cunt",0,1
74593,"you, sir, are a douchebag

furthermore, i find that you are simply angry that the tampon your boyfriend inserted into your anus two nights ago has caused you to develop toxic shock syndrome and the constant pounding of your anus-hole has resulted in the loss of brain cells trough rhythmic trauma.",0,1
74616,"your wrong stupid 

Go check the net worth of carlos slim and you will see that i'm correct and leave me the fuck alone i do what i want bitch.",0,1
74648,"and no of course it doesn't work, anyone can just use a proxy to evade the ban, your a fcking dumbass.",0,1
74669,"(It's true. You wikipedia kids need to get off the internet and get laid. Especially Han Amos, because he's a faggot jesus freak with no balls and bitch tits)",0,1
74731,"BAN ME AND DIE 

^_^",1,0
74764,"But you shall never take me or find my location. I'll die a free rat.

Never to be separated again, until they were no longer conscious of it.

It can't be that he continues his life without me! I gave this sort of life to him! It was my gift! He too must die... must...die... must...",1,0
74786,"You're a fucking idiot, aren't you?",0,1
74788,"Dirty boy 

You are a dirty, dirty boy. Dirty boy. Come here to mommy and pull your wee-wee out. Pull it out further, stretch it out. Is that as far as it goes? Ok. Now hold it still while Mommy takes a puff off her glass pipe. Then Mommy is going to hold the pipe against the dirty boy's penis...it will hurt but its only because mommy loves her dirty little boy...hold still...",0,1
74801,"WHY THE HELL?!? 

Why the hell is wikipeia a bitch?",0,1
74833,"YOUR THREATENING BEHAVIOUR 

 YOUR CONSTANT BLOCKING AND SABOTAGE OF MY EDITS IS TANTAMOUNT TO STALIKING. ARE YOU STALKING ME? ARE YOU THREATENING ME STEVE? IS THIS WHAT YOURE ABOUT, THREATENING AND HARRASSING ME? WHY DO YOU KEEP STALKING ME THROUGH WIKIPEDIA? ARE YOU A TWISTED WACKO, DO YOU WISH ME HARM? WHY? WHY ARE YOU HARRASSING ME!!!!!!!!!!! 

LEAVE ME ALONE YOU RACIST WACKO!!!!!!!!!",0,1
74881,Listen here you son of a bitch. Next time you undo my edits I'm gonna hunt you down and urinate on you. Fuckin Day Walker,0,1
74931,"You Can't Stop Me 

There's nothing you can do. It's out of your control. We will continue. Either stop blocking me or continue sucking the di*ks of chicken fuc*ers.",0,1
74938,"yo 
 can u stop being so fkn annoying my info on the a milli id right",0,1
74951,"i did not vandalize anything i repsonded in the apporpriate area you stupid fuck

love 
kevin",0,1
74962,"fudge you 

F
U 
C
K
iy

Y
O
U",0,1
74963,"Well, you don’t know your fucking ass from a hole in the ground. Fuck off.",0,1
74998,"This is serious 

Leave wikipedia at once. You are not wanted here. You never were. Get the fuck off this site. I am deadly serious. Get the FUCK off this site at once, you have no business here.",0,1
75038,"This dude is paid scum 

Deleting the clear ownership of Mr. William Franklin Bermender from Kleargear is the work of a paid scum Admin.",0,1
75045,"Re: Dead 
Hey fag. )",0,1
75092,"Sunshine

Quit being such an asshole

Stating the FACTS of what actually appears in the finished film is NOT opinion or original research. 

Are you on crack or just stupid?  

Be advised that an official complaint has now been filed about you with Wikimedia.",0,1
75155,"MATE, are you jewish?

Gayness is in the air",0,1
75186,"Overly apolegetic to Muslims? 

Looks like Pakistani sock puppets are very active. Guess they are done with Mukhtaran Mai.",0,1
75207,"Let me make it perfectly clear... 

...that you are not entitled to rape as you are far too ugly. 94.116.191.218",0,1
75214,"""

 Kike 

dammit baba!  leave it alone!  I'll let you know when you can touch it! -)  (I mean """"gimme some time here...I'm working on it"""")  eTALK """,0,1
75221,"HEY STOP OKAY I'M NOT AN OPEN PROXY, I'M A HUMAN AND I HAVE FEELINGS. YOU NEED TO STOP ASSUMING I'M SOME SOULESS AND GODLESS ROBOT. I'M A GOD FEARING HUMAN WHO HAS A FAMILY AND FRIENDS. IF YOU THInK I DONT DESERVE TO EDIT BECauSE I'M RIGHT ABOUT THE NHL LOCKOUT, I THINK YOU'RE DISCRIMINATING AGAINST ME AND I'LL HAVE TO SAY YOU'RE duMB.",0,1
75234,"Suck dick faggot, you're full of yourself. 71.94.7.228",0,1
75271,"""

 D€ATH TO NORWEGIANS AND ALL ANTI-SEℳITES WHO SIDE WITH THE """"PALESTINIANS."""" D€ATH TO THE NATION THAT PRODUCED QUISLING. 

€UROTRASH ₩HORE. FU₵KING COMMIE SCUM.""",1,1
75273,"Hey asshole, nice try with the speedy deletion.",0,1
75288,you have been blocked for being a pimped out faggot.  sorry loser,0,1
75297,"rude 

so you are gay then!!!!!!!!",0,1
75305,"Harassment and permanent ipban are sexy 

DreadedWarlus says you are gay. 112.209.86.65  

Dreadedwarlus sexy.",0,1
75308,"king of fag 

so you like doing little boys too? asshole.",0,1
75309,"""

And you're still blocking me
Your user name or IP address has been blocked from editing.
You were blocked by Royboycrashfan for the following reason (see our blocking policy): 
""""vandalism from AOL IP""""
Your IP address is 195.93.21.1.
I can't do anything, cos idiot blocks everyone on AOL. Well done, idiot.""",0,1
75313,"Fuck off, before you give me the 'wikipedia is not a playground' message, it is a fucking playground on shitty articles like that. You may as well let us have some fun then revert instead of the gay auto reverting.",0,1
75330,"Hey, moron, why don't you read the entire edit requesting subject to see the sources I provided? And it doesn't hurt for wikipedia articles to be just a little bit accurate.",0,1
75340,"What the fuck.  Dude, you DON'T consider this harassment?  Do a fucking google search.",0,1
75362,"oink oink oink, freaking pig",0,1
75388,FUCK YOU CRAZY FAGOTS!Italic text,0,1
75425,You're sick. I have the right to edit pages about retards like Dora and Barney.,0,1
75452,"xxxxxxMotherfucker
I didn't add that information bitch, so you best lose your attitude mother fucker.",0,1
75483,"""

 Are you nuts? 

So a legitimate commercial software package that was used on feature films, commercials, and video games does not deserve a Wikipedia entry, but the """"Boothill Footappers"""" does? Some band that nobody outside of the UK has ever even heard of? Are you serious?

People like you should not have authority to decide what does and does not get on Wikipedia. Just because you are unfamiliar with something does not render it irrelevant. Grow up.""",0,1
75486,"Hello, Anne. 

You always were a bitch.",0,1
75487,"Media Prostitute is dead. 

this little man, who indiscriminately licked penises of those in power, while denigrating his self-credence by repeatedly defending propaganda views with an... authoritative voice of a mere media whore he was, is finally dead. amen.",0,1
75509,"I am so in support of  on this one,  is such an arrogant Wikipedia Nazi and so trying hard to be a Wikipedia Policy Police. g8crash3r",0,1
75524,I wish you had died in that earthquake.,1,0
75542,"==Greetings to the Fuckwad Jimbo Wales

Greetings fuckwads.  I have really enjoyed decorating your pages with pictures of scat, buttsex, and whatever other gross things I have been able to find.  I will be back later on to pull off my biggest caper yet-I am going for 100 pages and we have a top secert agent in side the wikipedia.

Wikipedia Liberation Army
The Wikipedia Liberation Army is now in full swing, but we are still willing to negotiate with your child molesters.  We want Jimbo to shoot himself and then we will talk.

Later fuckwads",0,1
75549,God I'm fucking scared I won't be able to vandalize Wikipedia pages. You're a dork.,0,1
75557,"""
Christians
What about all the idiot Christians who will come on this page and claim that this thing never existed and they'll just change the article to one big """"GOOOOOOOOOOOOOOD DIIIIIIIIIIID IIIIIIIIIIIIT""""? Fucking stupid Christians, they believe dinosaurs didn't exist and their whole ignorant faith should be wiped off the face of the earth.""",1,1
75570,you animalfucker get a life / Chairmanofall,0,1
75579,"Dear Wikipedia assholes,

I regret to inform you that because of deletionist scum such as Gavin Collins and J Milburn, I am planning to terminate my life. You see, Wikipedia was my life, and these deletionist bastards have ruined and deleted everything that I have worked so very hard to create. I spent over three years contributing to Wikipedia, improving the site, sacrificing grades in school to add to a revolutionary encyclopedia, but because of these low-life dip-shits whom I abhor in every molecule of my body, I have discovered that it was all for nothing. So I end my life, and I hope this will bring the wrath and resentment of the world down upon these deletionist jackasses.

Sincerely,
Vern Cork",0,1
75586,"Go fuck yourself, you piece of shit.",0,1
75592,"Your blocks do not deter me 
I may be blocked but you are still an asshole. And coward.  93.138.126.185",0,1
75683,"amide 

man fuck you and your truce. this si war muthafucker!",0,1
75713,"Get of your high horse 

Yeh you don't like it when the shoe is on the other foot huh? You don't like it then fuck off! Harassment and attacking! WTF! I'm the one being harrased, the second warning was uncalled for and just an abuse of power. I was trying to explain the concept to that user and then you play hero and stick another warning on me. Fuck off aright! You leave me alone and I'll leave you alone, this is an issue which had nothing to do with you in the first place!",0,1
75744,"oh no! blocked from editing, whatever will I do? lucky that unlike you i have a life! go die ignorant scum",0,1
75747,"Shit admin / Hentai article 

You allow articles to have misleading information that provide no references to such claims and allow templates that state there is no references to be removed and protect a page? You are shit admin, and another reason why the Wikipedia is an affront to research. Go fuck yourself. 220.253.22.120",0,1
75776,"Please shoot yourself

Please put yourself out of your misery. Either shoot or hang yourself you depressed freak.",1,1
75802,I will net left harassing you.I am the same IP's whom you're blocking.I will gonna destroy you.,1,0
75808,"Hope, you'll grow up one day when someone like you gets Wikipedia! Till then feel free to play your moronic tricks",0,1
75809,"I am going to pull your pants down and insert a large phallus into your bunghole. 

I'll bet you will really like it, you faggot.",0,1
75815,"The times couldn't know less about Tennessee politics. Qqqqqq, Olando, and Terrancee are all idiots too",0,1
75834,"You idiot, ever since I first heard of Santa when I was 4 years old I NEVER believed he was real. Any kid who is SMART AND LOGICAL would never believe it either. My parents never gave me stupid delusions of it either. I used to go around my 2nd-grade class and say Santa wasn't real and the teacher told me to stop but I didn't. You are preventing children from developing their logical thinking skills if you tell them it's possible to travel to every household in Christendom in a single night. Considering in TV and movies Santa spends at least a few minutes inside a house delivering presents and eating cookies. The time doesn't add up. Those were my exact thoughts at 4 years old and that's how I deduced he couldn't be real. If your kid doesn't think like that he's retarded and you're not helping him by saying that's possible.",0,1
75862,lIL HOMIE DON'T FRONT CUZ IF YOU DO I WILL PUT UR ASS IN A FUCKING GAS CHAMBER BITCH,0,1
75873,""":::It's a fact that Hong Kong is NOT a country, and this vandalizing imbecile yck C. trying to push his """"Hong Kong"""" pride isn't going to last for ever.  The article WILL be changed to the correct listing of """"China"""" whether you Hong Kong people like it or not.  You are Chinese now, not Great Britain.  CHINA OWNS HONG KONG, face the facts you fool! Hong Kong belongs to China......undeniable! We are the Chinese Superpower, you are Hong Kong subjects who must obey the Communist Party of China! 114.229.248.214  

""",0,1
75963,"FYI 

She's a Nobel laureate, you stupid cunt. 81.17.18.209",0,1
76061,Run and hide with censorship you dumb fuck!120.62.16.147,0,1
76083,"This indo-fijian dude is a helpful janitor, but sucks terribly at adding useful content to the bag o'trivia.
Moreover, after whining because he failed his request for adminship here, he was promoted on the retarded-english wiki and on meta-wiki.
Get DerHexer's tools so you can revert faster you negrito.",0,1
76092,What is an moitheather no one knows but you a hoe so go eff a duck... ),0,1
